content,sentiment
havent tweeted in like a day  so here goes,0
there is a green taurus for sale the only kinda car my parents wanna get me in the save a lot parking lot amp they refuse to go look ,3
i wanna listen to the full send it on,0
trishaelyca  not really all in all if im not mistaken mga less than 1k each lng ang gastos namen,0
yeah one burrito did not taste like the other there was no avocado ranch sauce,0
extremely bored,1
4 days of a whole lot of nothing,0
about to have lunch with markdeakin meeting with the prof didnt go too badly,0
i have lived through our bands first performance and it was pretty damn fun,2
im pondering lunch at shanes i think i can already hear people whining about it,2
nattyknits i just knew youd get that,2
therealkristi many miles of driving today no time to twitter,0
hypernyck if i can get a ticket but the pickings are lookin slim soo prob not,1
seriously increasingly good nights stoked on life couldnt be happier  goodnight,2
hates samanthas guts,3
casndra okayy mail me thenn  lol im hyperrr too much candy ampamp jello x,2
jax with the parents and sister tonight too bad im mad at my mom mom cause she finished my puzzlebutnotreallybecauseshebirthedme,3
catboydubai enjoy sounds idyllic and geordiebird has lost her bikiniperfect holiday,2
adinterim still jealous,1
i gave my brother a hug goodbye as he took a load of furniture away from the house he took the mattress i like,1
queenqh d indeed,0
mrfloydnl  thankyou very much you rock,2
lovely my plans have been canceled for the night another night home alone for me unyay,0
missed the jonaswebcast,1
yaaaaaaay bday,2
epicwarmt im no longer blue,1
andyschwartz nah i didnt actually sleep  the data recovery place called and woke me up,1
chocolate milk is so much better through a straw i lack said straw,0
the new redesigned cricinfo   i hate change,3
i had my galaxyand god it was good  where has everyone gonetwitters gone a bit quiet  xxxxx,2
sidrajalil1132 why were you even asking others then  you should have been enjoying the sadness of missing it like me,1
iamdiddy wellnot the spurs,0
just a very quick hello  goodbye amp enjoy the party from this very tired uk blogger who unfortunately needs sleep  beatwittyparty,0
regarde les tant attendues photographies,2
fighting every urge to rip these stitches out ,3
thanks do the invite though,0
xbellamariex hello bella why r you going to delete your account,1
ladylogan thats awesome  good idea,2
ok ok ok yall do me 1 more favor plz follow dopeguhxfresh   ill owe u lol,0
well friends i think today is just gonna be one of those daysa work day,0
candyconquest yes you are thanks  haha you do field of flowers dont exist in singapore well not ones that you can frolick ins,2
dangerskies you got me singing falling in love now only im changing the week day to saturday doesnt quite fit,1
chellemariee i have my 830 class  fuckin school what time you work wed if jade comes ima have to get her in antioch at amtrak,3
thomasapdewi he always brightens up quotthe weekquot ,0
bemeaningful thanks for ff wink,2
okay really going nowstop making me laugh like that,2
oohpinklipstick yep i amgot back this morning nfg were fab last night but i cant go tomorrow   you getting ms ticket soon 4weeks away,0
sjzara the little weeping nervous girl was put through along with a 12 yr old quite good dancing boy greg the lovely singer came 3rd,0
donniesgirl69  yes i blame you all,1
quoti will stumble i will fall down but i will not be moved  quot,2
dorkita buu i didnt get it right  plop i was so close quoturbanquot,1
kerrilouise yeah like that,0
brendon thinks im lamebut im just drunk,2
yaaaa thx to bank holiday lets see what today has prepared for us,2
she found herself in a vexing situation,3
gdgofficial  what about england,0
mymaths timeif only i cud read the mind of a nerd durin the exam,0
enough already about wolfram alpha the next google or the next cuil ,1
noiselesssound i just heard that regina girls song  les deux and i think u shouldhave 2 come back 2 mc i miss u,1
hey now rt pecannsundae he bout 50 amp his gf my age ,3
big laptop is too big so its time to switch to the eee  bye big guy,3
lamar found himself in a displeasing situation,3
butterflydi ill be back on it later today got plenty of gold but willing to help you out if you need anything at all,2
werewolfseth yes,2
gemmabessant  yeah thats mostly how i feel about makeup   the sleep part not the vrooom vrooom part,0
anger is something that we all experience but can cause problems in relationships amp quality of life if it gets out of control ,3
the conversation with justin was annoying,3
im up way to early today  work later,1
torrance made me feel furious,3
okbrian it always bothers me when i see a married man not wearing his wedding ring ohhhhh dont get me started ,3
stormcrow morning,2
2 coins people,0
is on twitter for the second day running this is what study leave does to me if only my car were in one piece,1
just finished watching terminator other than the music nothing is great,0
erm ovaj quotvideo twitterquot iz tweetia ne radi nita od microcastinga,0
its so sad when the dad dies  hakuna matana it means no worries for,1
my phone is ultra fast now with all the latest firmware updates installed,2
is thinking what song to use for the next chilled edition video,2
 surrealism in a cute way  louis votton quotsuperflat monogramquot  takashi murakami music by fantastic plastic machine,0
ddlovato i wish i was there but i live in holland  but im going to see you in paris,2
shift time  bbye biochem waaaaahhhhhh ,0
jvb thanks i just found a article that say i cannot join you because i am in the uk though,1
charlieks tonitaface emmaleeks and nanawish i was there last night,1
cant set p my phone to twitter,1
i ran outta bathroom passes  maybe mrs french will be nice today,1
calvinharris make the most of pork products while you can theyve fucking stopped importing it here in dubai bad times,3
bsweichsel that was like eight years ago not so sure it would happen now,1
kennyblak i spoke but when niggas be looking at ya crazi all the time u just stop  plus i always used to see yall when i just wanted,0
this hot day is making me tired,1
 when people chew their food obnoxiously loud  ,3
making margaritas and about to watch milk good times,2
bevjack babes it was sooo much fun  thank you so much for making that happen  had fun with the ladies too  time went to fast,2
devonleigh u know wut devy dev it sure does suck havin no id my weekends r gone miserable for 3 weeks so drink 4 me plz,3
ouvindo quotthe wonders  all my only dreamsquot a melhor banda do mundo que nunca existiu pra comear bem o dia,2
jerome told us all about the recent annoying events,3
all pugged in and ready to go device updates on so feel free to bombard me at any time  time to actually get something done,2
jonasbrothers you guys didnt say hi or answer my questions yesterday  but nice songs,0
ugh fricken internet is down can do like 0 work without it i want back in college just for the connection,3
my mom just told me she signed me up to take the act on saturday way to ruin my week sadtweet ,3
but he has an out of date script thats really bad so midway thru his pitch we catch it he gets all butthurt and storms out his loss,3
lorraine kelly eskzjh akjbg selkwkfja ipf eh  ,3
i hate people with crusty nasty lips ,3
aliasgirl18 exactly  he wouldnt say it if theyd hinted it to him i will seriously die with him if its true,1
dear douche head who is blaring music in your car outside my bed room window im trying to study here be respectful  ,3
dubheadz justin bieber is not electro hard bass last fm is getting baaad with it ,3
nickchien chaubella i am glad to break my twitter virginity with you two,2
im here at work super bored,1
off to the porn store i forgot to put dave in my ipod  fail,1
dinner with ali tonight celebrating her first day at the new job will be near trader joes might just have to stop in,2
i dont want her to leave,1
is happy that tiff cant drop bio so she can suffer with me  nyayhahahah,2
not going to graduation hubbytobe not feeling well  so instead doing more job hunting online,1
just got done turning in my prefinal project for my computer animation class final is due on tues only 2 more classes or 6 more weeks,2
i want to buy this great album but unfortunately i dont hav enuff funds  its quotlong time noisyquot,1
phil1612 download iemoticons from the appstore 079 but cool,2
davidarchie  awoooogahhhhhh heheee hope you get some decently priced breakfast real quick david,2
i definitely missed listening to the spill canvas i miss seeing them live as well  quotnow im in stitches ooooover you and oooover you ohquot,1
my father made me feel enraged,3
wishing i was going to up tonight but it will have to wait until tomorrow,1
xmylifesastoryx rob got lucky that game he beat me 209205,1
wish i was  wembley,0
littlelee yup way to fucking early and im already at work,0
facebook decided im annoying or abusive because i add lots of friends at least i have no distractions from coursework now,3
delloutletuk but now its gone,0
ceciliabedelia i know so lame,0
lucysiebens i think they are disgusting,1
the globe theatre rocksnothing better than romeo amp juliet as it was supposed to be watched,2
my daddy left to go back home to texas  i will c him hopefully n the next two months,1
deversum lolz  im the other way round my english is better than my dutch which is considered weird here p,0
im feeling like luvmekaycoop  this drink taste like flowers ltltltltltlt ,3
my wife feels enraged,3
frankiethesats hey plz look gt  lt what do u think plz tell me,0
ivoryvalentine have you seen quotthe fifth elementquot makes quotsuper greenquot a lot funnier,2
my mind is racing  bc of 4 words he wrote  i hate him but i hate her most  and i cant keep from falling for him,3
i am seriously addicted to talking to people haha but i love it so i dont care and you cant tell me otherwise jerk,0
stupid rain now our picnic is cancelled till tomorrow,1
vardenrhode many thanks mate,2
i work all day tomorrow followed by a date with tits so jayden and i gave my mom her mothers day gifts at midnight she cried,1
shmeezie thanks for having me i had a great time too,2
btocher    ever been here the night we didnt meet  we ended up here  possibly the best pizza this side of chicago,2
lonely ,0
realbillbailey cool show last night had me in fits,2
pjaficionado  what can i say i am a creatur of night hmm should be dne soon,0
emcrxtna 1 month ahaha and i dunno if i can go tomorrow lmao cause i went today  freakin filipino parents aha,0
money laundering tip 5  sell the business or constructed hotel etc and take possession of your now clean money,0
so annoyed i missed mitch benn  lemon tree damn you whats on,1
emmabmth i also want to attend the tafe gig  i asked mum about soundwave and she was like hmmm possibly which probably means yes,2
my phone is bipolar it dnt wanna cooperate wit me ryt nw  need 2 send it in 4 repairs,3
why the fuck is this mall so packed at 236 am i keep saying fuck you to randoms with the face of ,3
the situation makes shaniqua feel enraged,3
littlestarred sigh  how are you,0
oh i just check my stock port my marketing was unable to buy me ticon at best price,1
cindeelean i wake up at 430 during the week  and funny deathcab makes me think of you  amp i use your calendar to track work hours,2
eugenechua oh thats good i might wanna fly there and shoot some photos,0
hmmm using tinytwitter on a small nontouch screen is really not much fun,1
noiseporn would defo have done that but im already booked over tother side of the country,1
literally laid in bed all day major headache,1
aw one of our fishies died,1
tanisha found herself in an annoying situation,3
tia told us all about the recent outrageous events,3
the situation makes latoya feel furious,3
i need to sit  my insides hurt ughhh,1
andrew found himself in an outrageous situation,3
i cant sleep ugh and i have shit to do all damn day tomorrow wanting to take a sleeping pill but i know ill get up late,3
foilplay un cross them pleasei was planning on buying a lambo this summer next stop pitsvillle babypeople carrier,0
my sister told us all about the recent vexing events,3
cleaning day,2
ragazzamatta take my quothow well do you know mequot quiz i made one the other day no one took it yet  i put pics from yday on fb xx,2
annettestarbuck heck yea that beats traffic  im on the stinkin toll road paying to sit in traffic nice no milkshakes out here,3
melanie found herself in a displeasing situation,3
natsolovelyx3 i kno mother is being a bitch and she doesnt want to take me to the movies  bitch,1
has just finished uploading my latest chap  finally now off to watch the new happyslip vid 3,0
everytime i go on threadless it makes me sad because i probably wont buy any awesome shirts i see,0
urghh im gonna do my project now  dont wanna waste valuable weekend time,1
plbrickner no i dont mind kent its just my best friend is going there and im going to miss her,0
the conversation with darnell was vexing,3
happy star wars day everyone,2
brittaniethekid i get it  you esplained it to me awhile ago,0
junelover just email em to the email i gave u thanx awesome person,2
well shes getting through,0
roarfearme samee it sucks,1
damn got chili beans on my shirt  i hate that i can be a messy eater such a lady,1
just bought dinner for a homeless lady amp gave her money to feed her cat how the fuck is this situation possible in western europe ,3
is sad because his tea and oatmeal are cold,1
jamel feels furious,3
birthday was awesomeon videomy daughter opening last gift screaming in joy quotmy  birthday wish came true quotcouldnt have been better,2
leesab nooooooooooooooo well the 4g will prob be out in june but that doesnt help u now,1
lynnftw i know exactly what you are saying its so not cool that is why tapes were better  p,1
handiquilterbg i have an even dozen  thanks for reminding me i quilt 2 and make 3 lol,0
stevelensink thanks stephen appreciate it,2
natalieaurora lmao according to the away theyre there current focus tripping ugly pics same dress fat looking,3
xvikki yes it does,0
gailtwist i hate doing em but get dragged here by emzmum at least its a beautiful day,3
melanie found herself in an outrageous situation,3
i made alan feel annoyed,3
why are the sinks in hospital toilets so low now the crotch of my grey suit is spattered with water just in time for physio,1
hey star45 sending some florida sunshine your way  supertramp  its raining again  djdolcevita you m  ,2
having really bad sorehead,3
cold day  studing all day long to the tests tomorrow,0
this woman feels furious,3
jae878  thanks  im holding my mini laser light thingy lol how are u,2
he feels angry,3
feeling madly sorry for myself  im seck d make me feel better  i should be going to a fashion show ,0
how could they kill him hollyoaks made me sad,1
soprecious06 sooo mad,0
fml not having a car is prohibiting finding a job,3
chilosa09 have fun tomorrow night i think it will be more fun at a bar than art gallery wish i could be there,0
on twikini while enjoying the sun,2
i cried,1
happy superwomans day ,2
my husband made me feel angry,3
dzschille youre welcome,0
finally eating unagi ive been saving up for a while udon  agh i just realized the band playing at bear garden today is one i like,2
time to do some revision while listening to direngrey albums nonstop all day again,2
the situation makes andrew feel angry,3
i made my girlfriend feel angry,3
my head huwwts,1
the situation makes my son feel furious,3
rarecandy i wanna go but my car not here,1
watching merlin omg he is cute,2
southbel took my computer in for a new dvd drive amp screen wouldnt come back on  had to order new computer amp wait,0
cant sleep again i couldnt sleep last night eather  wabble wabble,1
captainkarenn i dont think so,0
happy mothers day ekin sayang mak,2
had to rumage around topless in the freezer to find something to eat all i found was a suspect pizza,0
hate this song   ,1
i hate when you plan an outfit in your head and then you cannot find the article of clothing you really need firstworldproblems,3
moodleman somehow i am going to have to figure out how to come to sydney one day,2
lucyburchell sorry we didnt get a chance to chat at screengrab09 caught glimpse of you across room but was dragged home prematurely,1
bethtana scifi junkie gamer pianist gin and tonic drinker and news addict,0
cant sleeeeep amp i miss my long hairrr,1
baking experiment results delicious very sweet very rich  almost too sweet,2
poynterperve i know and we gotta wait until earl 2010 i think or very late 2009 its just wrong,0
lee634 damn it must be morrisons then,3
why cant i find any jewellry for my dressssss,1
amaurypolanco hi i have uploaded 5 completely new chinese lessons on  please feel free to watch and enjoy,2
perezrevenge aww ya not showing off all us mums should be proud of ours kids and let everyone know it,2
ckjchambers i agree the g b reef got my vote  queensland,2
nathaliecaron i ended up not going because my left knee is killing me  i think i pushed myself too much yesterday,1
you forgot your fans too  haha,0
i made nancy feel irritated,3
why is it that america celebrates mothers day on a different day to england anyhooohappy mothers day 2 all american mumzys  x,3
aaronob my music teacher either expired or forgot about my lesson leaving me outside waiting for my ride to pick me up for 1 hour,1
srmpromoinc lol sounds fun,2
mikegentile   best kind of gum ever i just bought a pack,2
although it destroys everything in front or urself sometimes it is needed to put a limit,3
this weekend was a very relaxing one i was at my cousins place and watch a tv series quottru callingquot really cool,2
just eaten and feel extremely bloated  now for the not so fun part,2
trader joes quotsushiquot is a fail,0
arrested in the hotel,1
shygamer zeralyn i told yall i am a good girl you can see my halo and everything,2
the situation makes melanie feel annoyed,3
woke up late amp trying to get sht done before work,1
my father made me feel angry,3
1critic and boat is dining bones in peru  double,0
cant talk very well just remembering about something once said to me  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr,1
kristin found herself in an outrageous situation,3
home from whitneys no sleep church in a bit danggggim tired but it was worth it,1
i want to cry,1
just came back from seeing the boat that rocked it was an amazingly cool movie definitely getting it on dvd once its out,2
amreldib lets hope retirment is not cancelled for any reason,0
oliverphelps have a good time sadly that means im probably gonna have rain,1
ready to go to milan  see yall this evening,2
its 208 am i cant sleep  i thought it was bc im hungry so i whipped up a pbampj with milk hopefully it works,1
why dont we close the library due to the great weather  and the ac isnt working  fb,1
i didnt get the job  but i will keep applying to other schooli do want to teach,0
thinks something and okay goodluck ako  ,0
i put 20 in petrol yesterday and shes trying to tell me theres no petrol what cos u was driving round ur mates ,3
may 10 is human kindness day,2
watching men n blk 2 wishin all the mums happy mothers day,2
aarrgghh  fuka hose has leaked water all over the new floating floor,3
anwith1n missed you at lodos,3
the conversation with betsy was irritating,3
my husband found himself in a vexing situation,3
i hate my life,3
peterfacinelli you didnt answer my riddle  party pooper lol jokes joyce  it was a good one tho haha hav a gr8 weekend,2
i dont feel well i feel like i could throw up and my throat hurts really bad sad day,1
brittanybannana is not too hot and not to cold,0
big sis moved out 2day  its gna b weird without her x,1
jenxstudios its like 20 bucks for 10 shots  what kind of camera do you have,0
how do i log off youre account on my phone ,3
ryan feels enraged,3
philadelphia phillies brett myers out indefinitely with injured hip   via phiphillies nooooo,1
ahhh i finally went to yogurtland  i saved my spoon hahaha,2
looking forward to sunday bc the weather should be warm and sunny,2
working on your birthday isnt so bad when you get to work with ruby on rails,2
i made andrew feel furious,3
yum  mothers day lunch at the food business in burnside was delicious such a gorgeous day,2
cheerleaderlexy she interviewed us on books i was gonna say something but she was all quotwait i have something to sayquot,0
javierchua well i am on the right side of thirty,1
wife and kids have made it to san antonioalmost to corpus  praying for safety the rest of the way  guess ill watch the game alone,0
bareknuckleyell not the best way to start your day,0
kellyolexa my monday starts on friday  but  least i only work 4 days a week long days,1
my mom made me feel angry,3
onyxxb all the shows are sold out  so i have to wait til tomorrow or sunday,1
ericmorra4 has a problem with whipping people with headphones cranky,3
lost his favorite thing he loves to always have on him his story of the year key chain,1
either my inerne is fucked or my mind is but im pretty sure that its the internet,2
deezyg but chevy amp chrysler may soon be owned by the italians and theyre not communist,0
enjoy your hols  xxx,2
abbyluvsaj nice i wish twitter would tile mine,1
on my way home in the sunshine with a bag full of my stuff from work,0
wake up in a good for 30 mins later someone to kill it ffs ,3
verse 732 why do i not overthrow my anger cause of future sorrows in infernal tormentshantideva   with patience,3
got told i got a good chance at gettin the job  i am so so excited omgggg when i come back i want too,2
ugh typos in tweets really ruin the youre whole day  ,3
hate waiting for people again i wish i could drive ,3
tryin to figure all this out lol,3
tommcfly tom  today my school played pov at the break  and i almost cryed   your show in sao paulo is today  i wish i could be there,1
epiphora i will never forgive you for burying the erotica youre snuffing out our love,3
in park slope brooklyn working the bust photoshoot this is so exciting ampno more fever but my tonsils are the size of golfballs,2
hey i didnt get my comlementary cherry flavored lip gloss this time not cool,0
zomberellamcfox if i do that ill have no pc,3
mwahihi yes nag twitter haha  thanks lm,2
gotta get up early tomorrowgotta be at work for 9,0
thirtysix funnily enough roland is president of my social club,2
xkodakx fatty omg i just found the worst shit out and idk what to do i need to talk to you hopefully i see you when you get off work,0
sophiewaldron you ok  is such a good hashtag love getting evil feelings out that way,3
the situation makes nichelle feel irritated,3
imseth no not yet  i have 3 weeks left o do you have summer holidays now,0
pratikjain4 welcome,0
new issue of olivemagazine in the officedesperately want to flick through but have so much to do itll have to wait,1
i lied have yet to see good looking men,0
i also think that im talking to myself now okay i need to get to bed btw i miss my brothers,1
feels really bad for crimescenevegas with his epic toothache wish there was more i could do than putting a pig in the microwave,0
the situation makes darnell feel annoyed,3
liamadamsiii life around me you bring out the worse in people frustration violence,3
sambennington  cool  you are here too  hi sam  how are you,2
gabyrosario thanks for the shoutout,2
luckyluciano jailbreak went great just not a tremendous amount of apps ready for 30 though no winterboard yet,0
krooyakkers what i thought ur going somewhere thats why i didnt invitw u,1
torrance feels enraged,3
ebony made me feel furious,3
my girlfriend made me feel annoyed,3
 parents me lmao dont tell me shit u cant even raise a kid but wanna tell me how to live my life stfu stankin ass nigga,3
mjvarela black is good tight or should i say too tight not so good,0
oheryn drugs are bad,0
quotthe strong man is not the one who is strong in wrestling but the one who controls himself in angerquot sahih bukhari islam,3
at school rusty just put oh it is love on my ipod awh,2
na617nkotb lol you r not a loser u drove 8 hours in a day u need rest  of was it 2 days im still tired lol,1
itsclaire lol  i will buy u some big star wars pants 4 xmas ,2
infelizzzzmente no alcool nesse fds,0
ive been to rome italy i love it there elegance style very difficult to live in chicago no elegance here sad,1
lilmo4ever im so mad i wont be there ughhh,1
eeeeee was the nastiest laugh ive eva heard in my life please dont do that again ,3
mulla8285 oh noooooo      im so sorry  that sucks hard,1
i need to lay down cramps suck asshole,3
dwood7396 hi i teach some chinese lessons on youtube feel free to have a look  ,0
at the avenue raining  so cool,2
jtchan83 woo hoo its time to play quotname that twunequot,2
kmrasmussen nah how it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you,3
im not impressed that it almost always rains on bank holidays  stil its a free day  no college,0
im not sleeping at all until thisisryanross accepts my appology,3
this man told us all about the recent outrageous events,3
cant play solitaire for crap lol  more updates soon y,0
feeling like crap today hopefully a nice relaxing swim will do the trick,1
staceyvpofwc  i wish i knew someone down there who could hook us up   a friend told me once that they got crappy seats for a show in chi,0
hatz94 im sorry  do you have a mac you should get oneee,0
spending some quality time with my fender tele deluxetrue love,2
i wanna be wif my boyfrannnnn,0
whotheheck haha lol  the english work they doo in college,2
girlsmadethis i want all kinds of designer suggestions darl  any and all mens womens anything formalstreetalternate whatever,2
mishxmonster  haha as if im only 19 girl  they dont give me beer lol xd,2
jeejee99 dat klinkt erg enthousiast,0
katrinalmoreno and im an idiot for missing their last show,1
is playing around ampamp having fun with little kids right now  hahahahaha,0
wowitssarah congrats sarah thats awsum,2
up way way way to early this amthanks shanebenson,0
im feeling better now that i have something in my tummy,2
eddiemalone yeah sucks eh,3
oh yes the cavs win game5 now onto game6 its still danger they have to win this one either its no shot for the championship,1
  square b  she is sad because she wasnt there and now shes well square  crocheted bee with poly fibe ,0
coraline was scary yesterday didnt puke luckily  ahaa 1 week amp 1 day till im 14 baby,2
anitabora yeah right what if our politicians start using uploading their pics lots of inside stories will be out,0
goood game to my bighead brother teel2chainz  amp i saw youu turn around amp throw ya guard up at that boy lmao management,3
greenlabel aww thats awful makes me so sad,1
ugh our two week push to produce a six pack has produced nothing but pain,1
isagoksu    nothing there,0
whatswithinu im very much in tune with your words today thanks,2
lieneve aint got any at the moment sorry,0
going to fill my tummy with something yummy   brb via angelistic,0
jerome told us all about the recent vexing events,3
digging the ideas behind railsbridge ,2
happy motherss dayyyy  so my sister decided to make lunchhmph but i decorated the house   andd then i danced and sang hahaa,2
happpppy mothers day,2
cherryadestains it was blatently your fault for just shoving it in the bag when i said no  i felt that you had very much tricked me xx,1
bunny90san ooo no i believe theyve all closed down even the ones at the airport,0
having only 30 songs on my phone and one earphone working is doing my absolute nut in ,3
i made malik feel annoyed,3
the situation makes amanda feel enraged,3
is exhausted from a great weekend and is looking forward to this week,2
i like catep36 already  new follower to join in midst of zombies mayhem,2
flash lost my frisby on a roof sad days lol,1
stephanie feels angry,3
the situation makes my boyfriend feel annoyed,3
relaxing night at home with best people,2
the situation makes my husband feel irritated,3
happy anniversary to tayloredot and hellohouston you know whyyyy three years baby,2
im doing a cause in retail,0
is eating chocolate ready break,2
emsy your pic didnt show up for me  boo all the other pics on that site show up but not yours,0
laurenxexcarter polobandit he didnt come to school 2day,0
seems i brought a little sikaflex caulk home with me in my hair,0
im so hunrgy right now and these heels kill me i can hardly walk in them,0
darklord1  ohh what fun a night at slimes i miss that place,2
kennyflorian i guess after surviving getting his balls knocked in on ppv rape and murder just didnt seem as violent ,3
whoop i got a prom date today who knew haha but i cant tell you who,2
omg folding my laundry and matched all socks to its perfect pair  good laundry folding day it is,2
lisibo ooohhhhh  sorry  so sad  never noticed the dollar signs oxteach,1
davidarchie ok david talk later  have a great dayyyy ay ay ay ay,2
happy bank holiday,2
thanks mom we love you too,2
courtney feels annoyed,3
perezhilton well even with her breakdown she was better than the other acts unfortunately britains got very little talent,2
im saaaaaaaaaaaaaad  i need someone to talk to,0
amanda found herself in an outrageous situation,3
i hate that you cant edit looseinthetweetisphere tweets as you always notice spelling mistakes a millisecond after clicking update,3
jamel found himself in a vexing situation,3
its monday and all is good,0
ryan made me feel furious,3
cant believe preseason doesnt start until august  football with drawls,1
proms today i bought a ticket but im not going  cause i dont have a dress my hairs not done ect sucks cause its gonna be awesome,1
he feels furious,3
comedyqueen well youre not called comedyqueen for nowt  are you lol,2
new project  work,0
no no no ankitagaba will take shadez away  not my day shadez twpp,1
ellen told us all about the recent irritating events,3
nixsight  yes indeed makes it a bitch to try and design universally,3
so apparently my parents dont love me enough to buy me what i wanted for nearly sixteen years now a puppy unloved,3
adam made me feel angry,3
christinerabel ha ha surprisingly well considering having a good time in the sun up in the mountains,2
dayv79 haha i just playing,2
paulaabdul  why canceled your performance on letterman im so sad because it is less an option for you,1
kyoisorange lol were always friends  i havent got hers yet  and im busy next weekend  dunno when im getting yours and hers,0
i want the rain to go away there has been too much of it lately,0
alma773  want somebody to hold me alma tear tear,1
nothing to do,0
oohlalisa oh yes some are quite nice and my photoshop liep zojuist vast so now i have to start over painting risngs glove,2
noufah at least its legal  here in kuwait if u werent driving suv then u will get a ticket with big smile,3
chick fil a on the morning of my finalthat is a must  amj,2
erforeman airinmj sorry boutcha she has made it pretty clear that she doesnt do va jay jays along with buttspoop and puke ,3
brigwyn work mostly,0
scottrhodie so you liked it glad to hear,2
at tempe marketplace waiting to see star trek,0
theres like no one i actually know on this shizz am dum diggin it,0
averaged 31 per hour at work today gotta love holidays,2
rodmcnasty000  i miss you,1
sadandbeautiful that sucks about your prints sorry,1
kunalsheth it will get over on 8th subjects remaining are power generation operation and control amp distribution system automation,0
lilyroseallen yesthere are many cool things americans cannot watch,1
sad day love you ma 8 years ago,1
mileycyrus i cant vote for you    they have stopped the voting,0
kashimae thanks kashi i was thinking the other day about how mad i am for doing myself a disservice by not taking 1 of ur classes,2
trying to recover photos after a problem between windows and my xd card result shots are all half visible  damn microsoft,3
frank found himself in an outrageous situation,3
toddcnichols congratulations daddy,0
she made my sister cry too hahah bless her  i hope she can do it again,2
home good night world,0
myinnerbitch i cant fakerparis has blocked me  i cant even request,0
my mother told us all about the recent irritating events,3
finalscoreb3g2  how nice,2
onti1 have fun tonight,2
the portuguese national library could use it also right now they seem to be stuck somewhere circa 1995 example ,0
paulmorristim cheapest copy of purushas divine androgyne on amazon 140,0
goldenfish00 thxx i was in the bathroom when you said it,2
thinking about everything i ate today and wanting to vomit ,3
redantiques let me guess antiques amp collectibles  anywhere else youd like to be,0
blah i have 4 more hours of work ,3
hanaabanana i know yopu only just got round to watching it  i cried,1
frankiethesats comon  answer me  what do you think about my friend drawning x ,0
eileenfletcher thanks for your follow  just do you own thing  join in with what interests you,0
mumphlett  a good girl nevah tells hahahahaha hope you had a good weekend,2
paulaabdul ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans,0
my dad made me feel angry,3
what a perfect sunday morning sun is shining i feel so good  time for a perfect breakfast ,2
wishes she would call him    hc,2
astynes i dont have a vcr,0
djsteeley i think its less of a tribute and more of a parody,1
shaniqua found herself in an annoying situation,3
alyseegs nope gone,0
let me out,0
quoti never thought id die alone another six months ill be unknownquot,0
ashleygofficial its because finished the recordings,0
the sun is shining and im stuck in work,0
glamorousamanda a cuuute mine follows me when i showers and pees and wherever i go but refuses to lay still in the bed,0
feeling so great,2
good stuff smiles back why wont you go to his concert too o wish i could instead of working on my music which is failing  lol x,2
it is kind of lonely when nobody will answer their phone,1
marisashawnxo hahah oh i know the joy of having twins  hahah i think we should be worried about kyle attacking dylan ,3
my mother found herself in an annoying situation,3
drat all my land boots died at once i think of boots like parsley one going to seed the other first season what to do now,1
the situation makes my husband feel angry,3
i swear if one more person comes up to me and tries to get me a prom date  i might just explode    promsnotforawhile,3
i also want it to be the 6th i miss my girlies so much  georgielockwood we get to be roomies again,0
calling it a quotnightquot abt an hour early  all brain activity will be prorogued until further notice  happy journeying everyone  x,0
simonsydney still will buy the dvd should be seeing star trek with paul next weekend,0
lamar told us all about the recent vexing events,3
iamdakota oh cool youre gonna be in van  thats cool i live in victoria well ur pree awesome girl,2
people with trashy tattoos me seriously that has no meaning,3
is it  bad that i have the feeling to grab this kidss ceramics pot and break it ,3
ell gotta set rules for my bed i guess ,3
paid all my bills only to go out to the mailbox to find more of them,1
mrskutcher just checked library website and girl with dragon tattoo is checked out,0
vansunder is making me hot chocolate with almond milk  mother day festivities is starting early,2
i made justin feel furious,3
magmaflow not yet too early in the am,1
its a  when the creepy guy at the bar keeps staring at you and making googly eyes ,3
football session after thisfun,2
hope schools gonna be good tomorrow,2
aknotofemma see we shall,0
i dont understand why over weight people wear such tight clothes or let their belly hang over their jeans ,3
my tooth is bloody killing not sure i can wait until next week to get it fixed,1
everything i usually watch is pending  ,0
back in manchester whats with the weather sweaty,2
dannywood glad u could check in with us today keep in touch,2
i pretend fight all the time ,3
arielm27 happy happy birthday,2
arulnick i tried that but i can only use importexport for contacts saved locally on my outlook thanks though,0
roger feels angry,3
my father found himself in a vexing situation,3
the  could be more than just a sport i am now viewing this as a perfect example for practising replacement of ,3
trekkerguy have already had a great day  enjoy your weeties,2
sounds like theres a party up the street  i guess they forgot to invite me,1
lifeincyan arent randoms what its about  i love that its star wars day  i didnt realise and i cant believe its almost over,2
spanish the suckiest class ever but im learning atleast te quiero tiasha,2
fruityalexia what did you decide on for dindins,0
chilliin,1
dance gavin danceattack attacka skylit drive tonight  im so exciteddddd,2
alauderdale smh  playing dress up lol i cant see the vid though its not working,0
i made nancy feel angry,3
heather feels irritated,3
its 4pm friday he left at 6am thursday surely he should be there now,0
the situation makes harry feel enraged,3
sad   miss my friends ,1
peacelovekelly and we will all eat it and be happy,2
elijahmanor targeted browser for what i just read that windows mobile uses the ie6 core as its default,0
